model;year;transmission;mileage;fuelType;tax;mpg;engineSize;class
 A5;2019;Semi-Auto;4520;Petrol;145;39.8;2.0;E
 A5;2019;Semi-Auto;5712;Diesel;145;51.4;2.0;E
 A6;2019;Semi-Auto;6500;Petrol;145;34.9;2.0;E
 Q5;2019;Automatic;10301;Diesel;145;39.2;2.0;E
 Q5;2019;Automatic;10566;Diesel;145;39.2;2.0;E
 Q2;2019;Semi-Auto;6257;Petrol;145;33.2;2.0;E
 TT;2019;Semi-Auto;5154;Petrol;145;37.2;2.0;E
 A3;2020;Semi-Auto;3925;Petrol;145;44.1;1.5;E
 Q7;2016;Semi-Auto;14727;Diesel;160;48.7;3.0;E
 Q3;2019;Semi-Auto;6521;Petrol;145;31.7;2.0;E
 Q3;2019;Semi-Auto;6119;Petrol;150;31.7;2.0;E
 Q2;2020;Semi-Auto;1840;Petrol;145;34.5;2.0;E
 A3;2019;Semi-Auto;6806;Petrol;145;34.9;2.0;E
 Q5;2019;Automatic;15;Diesel;145;39.2;2.0;E
 A5;2020;Semi-Auto;4500;Diesel;145;47.1;2.0;E
 A5;2020;Semi-Auto;4000;Diesel;145;47.1;2.0;E
 A6;2019;Automatic;4553;Diesel;145;47.9;2.0;E
 A6;2019;Semi-Auto;5000;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;1000;Diesel;145;47.9;2.0;E
 A6;2019;Semi-Auto;1000;Diesel;145;47.9;2.0;E
 A4;2019;Semi-Auto;14563;Diesel;145;45.6;2.0;E
 TT;2019;Automatic;6000;Petrol;145;40.9;2.0;E
 A6;2019;Semi-Auto;2596;Diesel;145;47.9;2.0;E
 Q3;2020;Semi-Auto;525;Petrol;145;40.9;1.5;E
 A6;2019;Automatic;9350;Diesel;145;47.9;2.0;E
 Q5;2019;Semi-Auto;15342;Diesel;150;38.2;2.0;E
 Q5;2019;Automatic;5291;Diesel;145;39.2;2.0;E
 Q3;2020;Manual;924;Diesel;145;40.9;2.0;E
 Q2;2020;Semi-Auto;828;Diesel;145;46.3;2.0;E
 Q5;2019;Automatic;7329;Diesel;145;39.2;2.0;E
 Q3;2019;Manual;100;Diesel;145;42.8;2.0;E
 A7;2019;Semi-Auto;5724;Diesel;145;48.7;2.0;E
 Q5;2019;Automatic;2000;Diesel;145;39.2;2.0;E
 Q5;2019;Automatic;5824;Diesel;145;39.2;2.0;E
 Q5;2019;Automatic;6107;Diesel;145;39.2;2.0;E
 A3;2019;Semi-Auto;6207;Petrol;145;34.5;2.0;E
 Q3;2019;Semi-Auto;5572;Petrol;145;31.7;2.0;E
 A6;2019;Semi-Auto;9330;Diesel;145;47.9;2.0;E
 A3;2019;Semi-Auto;50;Petrol;145;34.9;2.0;E
 A1;2020;Semi-Auto;5000;Petrol;145;44.1;1.5;E
 Q5;2019;Semi-Auto;6150;Diesel;145;39.2;2.0;E
 A5;2019;Automatic;8955;Diesel;145;44.1;2.0;E
 Q2;2019;Automatic;5204;Petrol;145;33.2;2.0;E
 A5;2019;Automatic;615;Diesel;145;51.4;2.0;E
 Q5;2019;Semi-Auto;14668;Diesel;145;38.2;2.0;E
 A5;2019;Manual;815;Petrol;145;37.2;2.0;E
 Q5;2017;Semi-Auto;18331;Petrol;145;40.4;2.0;E
 Q5;2017;Semi-Auto;17502;Petrol;145;40.4;2.0;E
 A4;2018;Automatic;21009;Petrol;145;35.8;3.0;E
 A6;2019;Automatic;1863;Diesel;145;47.9;2.0;E
 Q2;2019;Automatic;2710;Petrol;145;40.9;1.5;E
 A6;2019;Automatic;4445;Diesel;145;47.9;2.0;E
 A6;2019;Semi-Auto;10852;Diesel;145;47.9;2.0;E
 A4;2020;Semi-Auto;4454;Petrol;145;38.2;2.0;E
 Q3;2019;Semi-Auto;1845;Petrol;145;31.4;2.0;E
 Q2;2019;Semi-Auto;3000;Petrol;145;33.2;2.0;E
 A5;2018;Semi-Auto;4512;Petrol;150;36.7;3.0;E
 Q3;2020;Semi-Auto;859;Diesel;150;48.7;2.0;E
 A5;2018;Semi-Auto;18139;Petrol;150;36.7;3.0;E
 A6;2017;Semi-Auto;37225;Diesel;240;44.1;3.0;E
 Q3;2019;Automatic;6000;Diesel;145;47.1;2.0;E
 A3;2020;Semi-Auto;6000;Petrol;145;41.5;1.5;E
 Q7;2016;Semi-Auto;52900;Diesel;200;47.9;3.0;E
 Q3;2020;Semi-Auto;700;Petrol;150;39.8;1.5;E
 Q3;2019;Automatic;6681;Diesel;145;38.7;2.0;E
 A5;2020;Semi-Auto;1500;Petrol;145;39.2;2.0;E
 A3;2019;Semi-Auto;4799;Petrol;145;34.9;2.0;E
 A6;2018;Semi-Auto;30569;Diesel;145;50.4;3.0;E
 Q3;2020;Semi-Auto;476;Petrol;150;40.4;1.5;E
 Q3;2020;Semi-Auto;9985;Petrol;145;31.4;2.0;E
 Q3;2020;Semi-Auto;500;Petrol;150;40.4;1.5;E
 Q3;2020;Semi-Auto;1000;Petrol;150;40.4;1.5;E
 Q2;2019;Automatic;9400;Petrol;145;33.2;2.0;E
 A4;2019;Automatic;8000;Diesel;145;44.8;2.0;E
 TT;2020;Automatic;1000;Petrol;150;40.9;2.0;E
 Q3;2020;Manual;1500;Petrol;145;40.9;0.0;E
 Q3;2020;Manual;1500;Petrol;145;40.9;0.0;E
 A5;2019;Automatic;5200;Diesel;145;45.6;2.0;E
 A6;2019;Automatic;2200;Diesel;145;47.9;2.0;E
 A5;2019;Automatic;10;Diesel;145;50.4;2.0;E
 A5;2020;Automatic;10;Diesel;145;47.1;2.0;E
 Q3;2020;Automatic;1500;Diesel;145;47.1;2.0;E
 Q2;2019;Automatic;10;Petrol;145;33.2;2.0;E
 A5;2019;Manual;10;Petrol;145;37.7;2.0;E
 A5;2019;Manual;10;Petrol;145;37.2;2.0;E
 A5;2020;Automatic;10;Petrol;145;39.8;2.0;E
 A6;2019;Automatic;3000;Diesel;145;50.4;2.0;E
 Q5;2019;Automatic;11500;Diesel;145;56.5;2.0;E
 A4;2019;Automatic;10;Petrol;145;38.7;2.0;E
 A6;2019;Semi-Auto;2977;Diesel;145;47.9;2.0;E
 Q5;2018;Semi-Auto;15706;Petrol;145;40.4;2.0;E
 A3;2019;Semi-Auto;4549;Petrol;150;34.5;2.0;E
 Q5;2016;Semi-Auto;37129;Diesel;235;42.2;3.0;E
 Q5;2018;Semi-Auto;7891;Petrol;145;40.9;2.0;E
 Q5;2018;Semi-Auto;24408;Petrol;145;40.4;2.0;E
 Q5;2019;Automatic;8744;Diesel;145;39.2;2.0;E
 Q3;2019;Manual;4173;Diesel;145;40.9;2.0;E
 A4;2019;Automatic;4598;Petrol;145;38.2;2.0;E
 A3;2019;Semi-Auto;4990;Petrol;145;34.5;2.0;E
 A5;2020;Semi-Auto;3820;Diesel;145;45.6;2.0;E
 A4;2020;Semi-Auto;3000;Petrol;145;42.2;2.0;E
 A4;2020;Semi-Auto;1600;Petrol;145;40.9;2.0;E
 Q5;2019;Semi-Auto;4750;Diesel;145;39.2;2.0;E
 Q2;2020;Semi-Auto;2142;Diesel;145;44.8;2.0;E
 A4;2019;Semi-Auto;6000;Petrol;145;39.2;2.0;E
 Q7;2016;Automatic;33747;Diesel;200;47.9;3.0;E
 Q5;2019;Semi-Auto;31;Petrol;145;33.2;2.0;E
 Q7;2016;Semi-Auto;52793;Diesel;200;47.9;3.0;E
 Q5;2019;Semi-Auto;19;Petrol;145;33.2;2.0;E
 Q7;2015;Automatic;30296;Diesel;200;47.9;3.0;E
 Q2;2019;Semi-Auto;4264;Petrol;145;33.2;2.0;E
 Q5;2018;Automatic;6002;Diesel;145;38.2;2.0;E
 A6;2019;Automatic;1000;Diesel;145;50.4;2.0;E
 A5;2020;Semi-Auto;2000;Diesel;150;51.4;2.0;E
 A6;2019;Automatic;2000;Diesel;145;50.4;2.0;E
 A5;2019;Automatic;4500;Diesel;145;50.4;2.0;E
 A5;2019;Semi-Auto;1000;Diesel;145;48.7;2.0;E
 TT;2019;Automatic;6000;Petrol;145;38.7;2.0;E
 Q2;2019;Semi-Auto;1462;Petrol;145;33.2;2.0;E
 A6;2019;Automatic;5000;Diesel;145;47.9;2.0;E
 A6;2019;Automatic;4500;Diesel;145;47.9;2.0;E
 A4;2019;Automatic;5000;Diesel;145;45.6;2.0;E
 Q3;2019;Manual;4500;Diesel;145;40.9;2.0;E
 A6;2019;Automatic;8500;Diesel;145;50.4;2.0;E
 A5;2020;Manual;247;Petrol;145;37.2;2.0;E
 A5;2020;Semi-Auto;1000;Diesel;145;47.1;2.0;E
 Q3;2019;Manual;2000;Petrol;145;39.8;1.5;E
 A6;2019;Automatic;9577;Diesel;145;47.9;2.0;E
 Q5;2019;Semi-Auto;3119;Diesel;145;38.2;2.0;E
 TT;2020;Automatic;2500;Petrol;150;40.9;2.0;E
 Q5;2018;Automatic;16780;Petrol;150;40.4;2.0;E
 Q7;2017;Automatic;46463;Diesel;205;47.9;3.0;E
 A3;2019;Automatic;558;Petrol;150;34.9;2.0;E
 Q5;2019;Automatic;10250;Diesel;145;38.2;2.0;E
 Q3;2019;Automatic;4815;Petrol;145;31.7;2.0;E
 Q5;2019;Automatic;18;Diesel;145;39.2;2.0;E
 A7;2017;Semi-Auto;47800;Petrol;150;29.7;4.0;E
 A5;2018;Semi-Auto;17671;Petrol;145;36.7;3.0;E
 RS3;2016;Semi-Auto;16594;Petrol;300;34.9;2.5;E
 Q7;2016;Semi-Auto;47538;Diesel;200;47.9;3.0;E
 Q5;2019;Semi-Auto;5401;Diesel;145;39.2;2.0;E
 A6;2019;Semi-Auto;4508;Diesel;145;47.9;2.0;E
 Q3;2019;Automatic;4303;Petrol;145;32.1;2.0;E
 A7;2019;Semi-Auto;3130;Diesel;145;48.7;2.0;E
 A5;2019;Automatic;2500;Petrol;145;37.7;2.0;E
 A5;2020;Semi-Auto;3000;Petrol;145;40.4;2.0;E
 Q5;2019;Semi-Auto;14120;Diesel;145;38.2;2.0;E
 Q5;2019;Automatic;5000;Diesel;145;39.2;2.0;E
 S8;2015;Automatic;25500;Petrol;305;30.1;4.0;E
 Q5;2017;Semi-Auto;17506;Petrol;145;40.4;2.0;E
 A4;2020;Semi-Auto;7963;Petrol;145;41.5;2.0;E
 Q5;2019;Semi-Auto;3409;Diesel;145;39.2;2.0;E
 Q2;2019;Semi-Auto;5446;Petrol;145;33.2;2.0;E
 A6;2019;Semi-Auto;2021;Diesel;145;47.9;2.0;E
 Q5;2019;Semi-Auto;11065;Diesel;145;38.2;2.0;E
 A5;2019;Automatic;4000;Petrol;145;37.7;2.0;E
 Q5;2019;Semi-Auto;2860;Diesel;145;39.2;2.0;E
 Q5;2019;Semi-Auto;2574;Diesel;145;39.2;2.0;E
 Q7;2016;Semi-Auto;31224;Diesel;205;47.9;3.0;E
 Q5;2019;Semi-Auto;2343;Diesel;145;39.2;2.0;E
 A5;2019;Automatic;2500;Diesel;145;47.1;2.0;E
 A3;2019;Semi-Auto;284;Petrol;150;34.9;2.0;E
 Q3;2019;Semi-Auto;3109;Petrol;150;31.7;2.0;E
 A5;2019;Automatic;2500;Petrol;145;37.7;2.0;E
 Q3;2019;Manual;5000;Diesel;145;42.8;2.0;E
 A3;2019;Semi-Auto;5069;Petrol;145;34.9;2.0;E
 Q7;2016;Semi-Auto;37120;Diesel;200;47.9;3.0;E
 A3;2019;Semi-Auto;5450;Petrol;145;34.9;2.0;E
 A3;2019;Automatic;351;Petrol;150;34.9;2.0;E
 A3;2019;Automatic;354;Petrol;150;34.9;2.0;E
 Q5;2019;Semi-Auto;9683;Diesel;150;38.2;2.0;E
 Q5;2019;Semi-Auto;5089;Diesel;150;38.2;2.0;E
 A4;2020;Semi-Auto;4915;Petrol;150;40.9;2.0;E
 Q2;2019;Semi-Auto;2100;Petrol;145;31.4;2.0;E
 Q5;2019;Automatic;6000;Diesel;145;39.2;2.0;E
 Q5;2019;Automatic;6000;Diesel;145;39.2;2.0;E
 Q5;2019;Automatic;5000;Diesel;145;39.2;2.0;E
 Q5;2019;Automatic;5000;Diesel;145;39.2;2.0;E
 Q5;2019;Automatic;3283;Diesel;145;39.2;2.0;E
 Q5;2019;Semi-Auto;9685;Diesel;145;38.2;2.0;E
 Q3;2019;Automatic;7753;Petrol;145;31.7;2.0;E
 Q5;2019;Semi-Auto;6001;Diesel;145;55.4;2.0;E
 A3;2019;Semi-Auto;288;Petrol;150;34.9;2.0;E
 Q5;2019;Semi-Auto;7601;Diesel;145;38.2;2.0;E
 Q5;2019;Semi-Auto;8869;Diesel;145;38.2;2.0;E
 A4;2020;Semi-Auto;500;Diesel;150;49.6;2.0;E
 A5;2019;Automatic;10;Petrol;145;39.8;2.0;E
 Q5;2016;Semi-Auto;31031;Diesel;235;42.2;3.0;E
 A4;2018;Semi-Auto;6763;Petrol;150;37.7;3.0;E
 Q7;2016;Semi-Auto;39889;Diesel;160;48.7;3.0;E
 A4;2020;Automatic;2500;Diesel;145;50.4;2.0;E
 Q3;2019;Manual;4530;Petrol;145;39.8;1.5;E
 A4;2019;Automatic;8450;Diesel;145;44.8;2.0;E
 Q5;2019;Automatic;4567;Diesel;145;38.2;2.0;E
 Q5;2019;Semi-Auto;28;Petrol;145;33.2;2.0;E
 A4;2020;Manual;183;Petrol;145;39.2;2.0;E
 Q7;2016;Automatic;50514;Diesel;200;47.9;3.0;E
 Q5;2019;Automatic;3185;Diesel;145;39.2;2.0;E
 A6;2019;Automatic;2408;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;6001;Diesel;145;47.9;2.0;E
 A4;2018;Semi-Auto;16600;Petrol;145;38.7;3.0;E
 Q2;2019;Semi-Auto;3934;Petrol;145;33.2;2.0;E
 A3;2019;Automatic;1000;Petrol;145;36.7;2.0;E
 A4;2020;Semi-Auto;1000;Diesel;145;53.3;2.0;E
 A6;2019;Automatic;5235;Diesel;145;47.9;2.0;E
 A6;2019;Automatic;1000;Diesel;145;47.9;2.0;E
 A5;2019;Automatic;8850;Diesel;145;44.1;2.0;E
 A6;2019;Automatic;7500;Diesel;145;47.9;2.0;E
 Q3;2019;Manual;4500;Diesel;145;40.9;2.0;E
 A5;2020;Automatic;10;Diesel;145;47.1;2.0;E
 Q3;2019;Automatic;9589;Petrol;145;32.1;2.0;E
 A5;2019;Automatic;12844;Diesel;145;48.7;2.0;E
 A3;2019;Semi-Auto;7214;Petrol;150;34.5;2.0;E
 Q7;2016;Semi-Auto;33481;Diesel;200;47.9;3.0;E
 A4;2020;Automatic;6524;Petrol;145;38.2;2.0;E
 A5;2020;Semi-Auto;3390;Diesel;145;50.4;2.0;E
 A5;2020;Semi-Auto;3360;Diesel;145;50.4;2.0;E
 A5;2019;Automatic;4693;Diesel;145;47.1;2.0;E
 Q5;2019;Semi-Auto;74;Petrol;145;33.2;2.0;E
 A6;2018;Semi-Auto;7415;Diesel;145;47.9;2.0;E
 A7;2019;Automatic;15302;Diesel;145;47.1;2.0;E
 Q3;2019;Manual;4500;Diesel;145;42.8;2.0;E
 TT;2019;Automatic;1791;Petrol;145;34.9;2.0;E
 A3;2019;Semi-Auto;6278;Petrol;145;34.9;2.0;E
 A6;2019;Automatic;9756;Diesel;145;45.6;2.0;E
 A5;2020;Semi-Auto;3092;Diesel;145;50.4;2.0;E
 A5;2020;Semi-Auto;5137;Diesel;145;46.3;2.0;E
 Q7;2016;Semi-Auto;43653;Diesel;200;47.9;3.0;F
 A3;2019;Semi-Auto;3036;Petrol;145;34.5;2.0;F
 A4;2019;Semi-Auto;5345;Diesel;145;44.1;2.0;F
 A6;2017;Semi-Auto;13449;Diesel;145;43.5;3.0;F
 A6;2019;Automatic;7050;Diesel;145;47.1;2.0;F
 Q2;2019;Semi-Auto;3481;Petrol;150;33.2;2.0;F
 Q3;2019;Automatic;4000;Diesel;145;47.1;2.0;F
 Q3;2019;Manual;2001;Petrol;145;40.4;0.0;F
 RS3;2017;Automatic;38000;Petrol;150;34.0;2.5;F
 Q5;2018;Semi-Auto;11000;Petrol;150;40.4;2.0;F
 Q7;2015;Automatic;33090;Diesel;200;47.9;3.0;F
 A3;2019;Semi-Auto;6457;Petrol;150;34.5;2.0;F
 A3;2019;Semi-Auto;2839;Petrol;145;34.9;2.0;F
 A5;2019;Automatic;3794;Diesel;145;45.6;2.0;F
 A5;2017;Semi-Auto;31995;Petrol;150;37.7;3.0;F
 A6;2019;Semi-Auto;5313;Diesel;145;47.9;2.0;F
 A4;2019;Semi-Auto;2498;Petrol;145;39.2;2.0;F
 A6;2019;Automatic;50;Diesel;145;47.9;2.0;F
 TT;2019;Semi-Auto;5500;Petrol;145;34.0;2.0;F
 Q5;2019;Semi-Auto;11296;Diesel;150;38.2;2.0;F
 A3;2019;Semi-Auto;6602;Petrol;145;34.9;2.0;F
 Q3;2019;Semi-Auto;6100;Petrol;145;32.1;2.0;F
 Q5;2019;Semi-Auto;4879;Diesel;150;38.2;2.0;F
 A6;2019;Semi-Auto;150;Diesel;145;47.9;2.0;F
 Q3;2020;Semi-Auto;5000;Diesel;150;48.7;2.0;F
 Q5;2019;Semi-Auto;15516;Diesel;145;55.4;2.0;F
 Q3;2019;Automatic;593;Petrol;145;31.7;2.0;F
 Q5;2018;Semi-Auto;17936;Petrol;145;40.4;2.0;F
 A5;2019;Automatic;4015;Diesel;145;48.7;2.0;F
 A6;2019;Automatic;6615;Diesel;145;47.9;2.0;F
 A6;2019;Semi-Auto;2811;Diesel;145;47.9;2.0;F
 A6;2019;Semi-Auto;27;Diesel;145;50.4;2.0;F
 A4;2020;Semi-Auto;10;Petrol;145;42.2;2.0;F
 A5;2019;Automatic;10;Petrol;145;39.8;2.0;F
 Q3;2019;Manual;10;Diesel;145;42.8;2.0;F
 A6;2019;Semi-Auto;3278;Diesel;145;47.9;2.0;F
 A4;2020;Manual;7456;Petrol;145;40.9;2.0;F
 A3;2020;Semi-Auto;2165;Hybrid;135;141.3;1.4;F
 Q3;2020;Semi-Auto;4432;Petrol;150;40.4;1.5;F
 A7;2019;Semi-Auto;13502;Diesel;150;47.1;2.0;F
 A5;2019;Automatic;5000;Petrol;145;39.8;2.0;F
 A5;2019;Automatic;5000;Diesel;145;51.4;2.0;F
 A3;2019;Semi-Auto;7898;Petrol;145;34.9;2.0;F
 A5;2019;Manual;6000;Petrol;145;37.2;2.0;F
 A5;2019;Manual;6000;Petrol;145;37.2;2.0;F
 Q3;2019;Semi-Auto;7595;Diesel;145;38.7;2.0;F
 Q5;2017;Semi-Auto;13255;Petrol;145;40.4;2.0;F
 Q3;2020;Manual;2100;Petrol;145;39.8;1.5;F
 A5;2019;Automatic;5000;Diesel;145;51.4;2.0;F
 A5;2019;Automatic;5000;Diesel;145;47.1;2.0;F
 Q3;2019;Automatic;4590;Petrol;145;31.4;2.0;F
 A5;2019;Automatic;5000;Petrol;145;37.7;2.0;F
 A5;2019;Automatic;5000;Diesel;145;51.4;2.0;F
 Q3;2019;Automatic;4500;Petrol;145;31.4;2.0;F
 A6;2019;Semi-Auto;8011;Diesel;145;47.9;2.0;F
 A4;2017;Semi-Auto;4274;Petrol;145;42.8;2.0;F
 TT;2019;Automatic;3871;Petrol;145;34.0;2.0;F
 TT;2019;Automatic;5000;Petrol;145;37.2;2.0;F
 A5;2019;Automatic;1585;Petrol;145;37.2;2.0;F
 Q3;2020;Semi-Auto;2166;Diesel;145;47.1;2.0;F
 Q3;2019;Semi-Auto;5000;Petrol;145;32.1;2.0;F
 A5;2020;Semi-Auto;5000;Petrol;145;39.8;2.0;F
 Q3;2019;Semi-Auto;4740;Petrol;145;32.1;2.0;F
 Q3;2020;Semi-Auto;2649;Petrol;145;31.4;2.0;F
 TT;2019;Manual;7138;Petrol;145;34.9;2.0;F
 A3;2019;Semi-Auto;4694;Petrol;145;34.5;2.0;F
 A5;2019;Automatic;5000;Petrol;145;37.2;2.0;F
 Q2;2020;Automatic;4000;Diesel;145;44.8;2.0;F
 Q3;2020;Automatic;1500;Petrol;145;40.4;0.0;F
 A5;2019;Automatic;1000;Diesel;145;46.3;2.0;F
 Q2;2019;Automatic;10;Petrol;145;33.2;2.0;F
 A5;2019;Automatic;4298;Diesel;145;45.6;2.0;F
 Q5;2016;Automatic;44705;Diesel;235;42.2;3.0;F
 Q2;2020;Automatic;157;Diesel;145;44.8;2.0;F
 A6;2019;Automatic;3225;Diesel;145;39.8;3.0;F
 A6;2016;Semi-Auto;24827;Petrol;330;30.7;4.0;F
 Q3;2019;Manual;3055;Diesel;145;42.8;2.0;F
 Q5;2016;Semi-Auto;30172;Diesel;240;42.2;3.0;F
 Q7;2016;Semi-Auto;48248;Diesel;205;47.9;3.0;F
 Q5;2016;Semi-Auto;44525;Diesel;235;42.2;3.0;F
 Q7;2015;Semi-Auto;26407;Diesel;200;47.9;3.0;F
 A5;2019;Automatic;1000;Petrol;145;40.4;2.0;F
 A4;2020;Semi-Auto;1000;Petrol;145;40.9;2.0;F
 A3;2019;Semi-Auto;6500;Petrol;145;36.7;2.0;F
 Q5;2019;Semi-Auto;12413;Diesel;150;38.2;2.0;F
 Q2;2019;Automatic;4000;Petrol;145;33.2;2.0;F
 Q3;2019;Semi-Auto;1500;Petrol;145;31.4;2.0;F
 Q5;2019;Semi-Auto;100;Petrol;145;33.2;2.0;F
 Q5;2019;Semi-Auto;10;Petrol;145;33.2;2.0;F
 Q5;2019;Semi-Auto;30;Petrol;145;33.2;2.0;F
 Q5;2019;Semi-Auto;100;Petrol;145;33.2;2.0;F
 Q5;2019;Semi-Auto;250;Petrol;150;33.2;2.0;F
 Q5;2019;Semi-Auto;65;Petrol;150;33.2;2.0;F
 Q5;2019;Semi-Auto;21;Petrol;145;33.2;2.0;F
 A6;2019;Automatic;4432;Diesel;145;47.9;2.0;F
 A4;2019;Semi-Auto;3076;Diesel;145;44.1;2.0;F
 A4;2020;Semi-Auto;3000;Petrol;150;39.2;2.0;F
 A6;2019;Automatic;6000;Diesel;145;50.4;2.0;F
 A4;2020;Semi-Auto;20;Petrol;145;40.9;2.0;F
 A4;2020;Semi-Auto;20;Diesel;145;51.4;2.0;F
 TT;2019;Semi-Auto;2387;Petrol;145;40.9;2.0;F
 A4;2019;Automatic;5000;Diesel;145;44.1;2.0;F
 A5;2019;Manual;4500;Petrol;145;37.2;2.0;F
 A4;2019;Automatic;4500;Diesel;145;44.1;2.0;F
 Q5;2019;Automatic;6500;Diesel;145;39.2;2.0;F
 Q2;2019;Semi-Auto;3000;Petrol;145;33.2;2.0;F
 A5;2019;Manual;2000;Petrol;145;37.2;2.0;F
 A4;2020;Automatic;3000;Petrol;145;39.2;2.0;F
 Q3;2019;Automatic;4000;Petrol;145;31.4;0.0;F
 Q3;2020;Automatic;4000;Petrol;145;32.5;2.0;F
 Q3;2020;Automatic;1500;Petrol;145;31.4;0.0;F
 Q5;2019;Automatic;5638;Diesel;145;38.2;2.0;F
 Q3;2019;Automatic;2796;Petrol;150;31.7;2.0;F
 A8;2015;Automatic;30306;Petrol;570;25.0;6.3;F
 A3;2019;Automatic;294;Petrol;145;34.9;2.0;F
 Q3;2019;Manual;6000;Petrol;145;40.9;1.5;F
 A6;2019;Automatic;1000;Diesel;145;50.4;2.0;F
 Q5;2019;Semi-Auto;6875;Diesel;145;39.2;2.0;F
 A3;2019;Semi-Auto;3877;Petrol;150;34.9;2.0;F
 TT;2019;Automatic;14311;Petrol;145;34.0;2.0;F
 A3;2019;Semi-Auto;8656;Petrol;145;34.9;2.0;F
 Q5;2019;Semi-Auto;5891;Diesel;145;39.2;2.0;F
 A5;2019;Automatic;4500;Petrol;145;37.2;2.0;F
 Q5;2019;Semi-Auto;3795;Petrol;145;33.2;2.0;F
 A6;2019;Automatic;238;Diesel;145;47.9;2.0;F
 Q5;2019;Automatic;13683;Diesel;145;38.2;2.0;F
 A6;2019;Automatic;3866;Diesel;145;39.2;3.0;F
 Q5;2018;Automatic;13558;Diesel;150;48.7;3.0;F
 Q3;2019;Semi-Auto;14600;Petrol;150;37.2;1.5;F
 A3;2020;Semi-Auto;1261;Petrol;145;34.5;2.0;F
 A3;2019;Semi-Auto;395;Petrol;150;34.9;2.0;F
 Q5;2019;Semi-Auto;11612;Diesel;145;55.4;2.0;F
 A3;2019;Semi-Auto;5904;Petrol;145;34.5;2.0;F
 TT;2019;Manual;7045;Petrol;150;34.9;2.0;F
 A3;2019;Semi-Auto;3375;Petrol;145;34.5;2.0;F
 A5;2019;Automatic;5432;Diesel;145;45.6;2.0;F
 Q3;2020;Semi-Auto;4432;Petrol;145;31.4;2.0;F
 Q3;2020;Semi-Auto;1445;Petrol;145;31.4;2.0;F
 Q3;2020;Semi-Auto;4432;Petrol;145;31.4;2.0;F
 Q3;2019;Semi-Auto;4000;Petrol;145;31.4;2.0;F
 Q3;2020;Automatic;1500;Petrol;145;31.4;0.0;F
 Q3;2020;Automatic;1500;Petrol;145;31.4;0.0;F
 Q3;2020;Automatic;1500;Petrol;145;31.4;0.0;F
 Q3;2020;Automatic;1500;Petrol;145;31.4;0.0;F
 Q3;2020;Automatic;1500;Petrol;145;31.4;2.0;F
 Q3;2020;Automatic;2700;Petrol;145;31.4;2.0;F
 Q7;2015;Semi-Auto;31997;Diesel;200;47.9;3.0;F
 A3;2019;Semi-Auto;5000;Petrol;145;34.5;2.0;F
 A3;2019;Semi-Auto;8917;Petrol;145;34.5;2.0;F
 A5;2019;Automatic;3306;Diesel;145;51.4;2.0;F
 Q3;2019;Automatic;6000;Petrol;145;31.4;2.0;F
 A4;2020;Semi-Auto;22601;Petrol;145;39.2;2.0;F
 A5;2019;Automatic;10;Diesel;145;51.4;2.0;F
 A4;2019;Automatic;10;Diesel;145;50.4;2.0;F
 A5;2019;Automatic;8000;Petrol;145;37.7;2.0;F
 Q3;2019;Semi-Auto;2743;Petrol;145;32.1;2.0;F
 Q5;2019;Automatic;5000;Diesel;145;38.2;2.0;F
 TT;2020;Semi-Auto;2950;Petrol;145;34.9;2.0;F
 A3;2019;Semi-Auto;318;Petrol;150;33.2;2.0;F
 A3;2019;Semi-Auto;6123;Petrol;145;34.5;2.0;F
 A3;2019;Semi-Auto;5171;Petrol;145;34.5;2.0;F
 Q5;2019;Automatic;4838;Diesel;145;38.2;2.0;F
 Q5;2016;Automatic;21500;Diesel;235;42.2;3.0;F
 Q3;2020;Manual;750;Petrol;145;40.9;1.5;F
 A6;2019;Automatic;2247;Diesel;145;47.9;2.0;F
 Q5;2019;Automatic;10499;Diesel;145;38.2;2.0;F
 A6;2019;Automatic;2394;Diesel;145;50.4;2.0;F
 A5;2020;Semi-Auto;2000;Petrol;145;39.2;2.0;F
 Q7;2016;Semi-Auto;30600;Diesel;200;47.9;3.0;F
 A3;2020;Semi-Auto;7500;Hybrid;135;141.3;1.4;F
 Q7;2016;Semi-Auto;31022;Diesel;200;47.9;3.0;F
 A3;2019;Semi-Auto;4500;Petrol;150;34.5;2.0;F
 Q3;2019;Automatic;4432;Petrol;145;31.4;2.0;F
 Q3;2019;Semi-Auto;4444;Diesel;145;38.7;2.0;F
 Q3;2019;Automatic;4432;Petrol;145;31.4;2.0;F
 Q5;2019;Semi-Auto;5204;Diesel;150;55.4;2.0;F
 Q3;2020;Semi-Auto;3999;Petrol;145;31.4;2.0;F
 A4;2020;Semi-Auto;3999;Diesel;145;49.6;2.0;F
 Q2;2019;Semi-Auto;7335;Petrol;145;34.0;2.0;F
 A3;2019;Semi-Auto;9292;Petrol;150;34.9;2.0;F
 A3;2019;Semi-Auto;3438;Petrol;150;34.9;2.0;F
 A6;2019;Semi-Auto;11698;Diesel;150;39.8;3.0;F
 A5;2019;Automatic;1000;Diesel;145;47.1;2.0;F
 Q5;2019;Automatic;1547;Diesel;145;55.4;2.0;F
 A5;2019;Automatic;1000;Petrol;145;37.7;2.0;F
